block_number,timestamp,balance
22074526,2025-03-18 19:01:59,0
22078026,2025-03-19 06:46:23,629313053728204772376
22081526,2025-03-19 18:30:59,1381901317651966757536
22085026,2025-03-20 06:15:11,10973473600278850251903
22088526,2025-03-20 17:58:59,11756092146221109214580
22092026,2025-03-21 05:42:23,11756092146221109214580
22095526,2025-03-21 17:25:23,16680241730510678891291
22099026,2025-03-22 05:06:23,29488320783377164549190
22102526,2025-03-22 16:50:23,29513468500993756878099
22106026,2025-03-23 04:33:11,29513468500993756878099
22109526,2025-03-23 16:14:59,29513468500993756878099
22113026,2025-03-24 03:58:23,29513468500993756878099
22116526,2025-03-24 15:40:23,29513468500993756878099
22120026,2025-03-25 03:24:35,29513468500993756878099
22123526,2025-03-25 15:09:23,29513468500993756878099
22127026,2025-03-26 02:55:11,29513468500993756878099
22130526,2025-03-26 14:37:35,42015585123502693582481
22134026,2025-03-27 02:19:35,42015585123502693582481
22137526,2025-03-27 14:03:11,42015585123502693582481
22141026,2025-03-28 01:46:47,41011327915052658351722
22144526,2025-03-28 13:30:11,41011327915052658351722
22148026,2025-03-29 01:14:59,41011327915052658351722
22151526,2025-03-29 12:59:59,41011327915052658351722
22155026,2025-03-30 00:43:47,41011327915052658351722
22158526,2025-03-30 12:27:11,39726167875174559661952
22162026,2025-03-31 00:10:23,39726167875174559661952
22165526,2025-03-31 11:52:47,39726167875174559661952
22169026,2025-03-31 23:37:11,43906497645555286591067
22172526,2025-04-01 11:20:59,43906497645555286591067
22176026,2025-04-01 23:04:11,43906497645555286591067
22179526,2025-04-02 10:46:59,43906497645555286591067
22183026,2025-04-02 22:29:59,43906497645555286591067
22186526,2025-04-03 10:13:47,43906497645555286591067
22190026,2025-04-03 21:58:35,43906497645555286591067
22193526,2025-04-04 09:40:23,43906497645555286591067
22197026,2025-04-04 21:23:47,43906497645555286591067
22200526,2025-04-05 09:07:47,43906497645555286591067
22204026,2025-04-05 20:52:23,43906497645555286591067
22207526,2025-04-06 08:35:59,43906497645555286591067
22211026,2025-04-06 20:20:59,43906497645555286591067
22214526,2025-04-07 08:05:11,43906497645555286591067
22218026,2025-04-07 19:50:47,43906497645555286591067
22221526,2025-04-08 07:34:59,43906497645555286591067
22225026,2025-04-08 19:17:23,43906497645555286591067
22228526,2025-04-09 07:01:23,43906497645555286591067
22232026,2025-04-09 18:44:47,43906497645555286591067
22232027,2025-04-09 18:44:59,43906497645555286591067
22235527,2025-04-10 06:26:59,35600085402806501786470
22235528,2025-04-10 06:27:11,35600085402806501786470
22235529,2025-04-10 06:27:23,35600085402806501786470
22239029,2025-04-10 18:08:35,35600085402806501786470
22242529,2025-04-11 05:51:47,35600085402806501786470
22246029,2025-04-11 17:34:11,38102967306716072447250
22249529,2025-04-12 05:16:47,38102967306716072447250
22253029,2025-04-12 16:58:11,37320348760773813484573
22256529,2025-04-13 04:41:23,37320348760773813484573
22260029,2025-04-13 16:23:59,37320348760773813484573
22263529,2025-04-14 04:05:59,37320348760773813484573
22267029,2025-04-14 15:48:23,37320348760773813484573
22270529,2025-04-15 03:32:11,37320348760773813484573
22274029,2025-04-15 15:16:47,37320348760773813484573
22277529,2025-04-16 03:00:47,37320348760773813484573
22277530,2025-04-16 03:00:59,37320348760773813484573
22281030,2025-04-16 14:42:23,37320348760773813484573
22284530,2025-04-17 02:26:11,37320348760773813484573
22288030,2025-04-17 14:10:23,37320348760773813484573
22291530,2025-04-18 01:53:35,62346871400183933205011
22295030,2025-04-18 13:36:11,37320348760773813484573
22298530,2025-04-19 01:20:11,37320348760773813484573
22298531,2025-04-19 01:20:23,37320348760773813484573
22302031,2025-04-19 13:03:23,37320348760773813484573
22302032,2025-04-19 13:03:35,37320348760773813484573
22302033,2025-04-19 13:03:47,37320348760773813484573
